N_Workers,Staff,Infrastructure,Marketing,Profit
14009.145228962201,72586.200470815,280492.453662619,46415898.61867392,3585945181633.431
4530.05479567069,188788.35422503826,316549.5136857185,12680129.444107896,267619821983.98795
18965.700257326764,109562.79617636393,184723.3362555011,20802804.524164107,720301039068.3817
11845.901091977641,282835.88074579847,312409.1856392369,57787744.45079951,5558295228780.231
2029.3413021945635,149153.44533881685,47456.78896011632,8436169.013262236,118457168713.3538
15466.855573779087,169183.24416195718,377975.797770005,52997964.07824156,4675074125273.338
18369.504889705466,283002.9090121156,333202.002578517,6574530.766080057,71945466122.57431
53.05269897655522,62471.85089921157,121589.23069293905,11424268.526631283,217233725007.24033
17194.270337083763,288762.3923660852,69860.43971136186,10481859.614334846,182872181700.29794
14979.85062118924,254932.48832061322,386220.06533872726,9588742.82857024,153036589941.4209
19814.594491477103,103220.93084116704,46082.19949228321,25275847.00950184,1063363088637.9366
532.6913560398929,291239.49101027014,171329.64842479158,44089813.56751371,3235539178844.3677
15975.619777364374,98610.95454979227,231559.91993525455,39303348.57848242,2571160814657.972
11891.671325171772,293765.3517418314,371218.306032537,15349001.875021707,392130934131.3543
5596.364773356469,102134.50238792595,299065.15602935595,59425876.402705945,5877887867231.581
4652.407904121618,211097.23263478224,125341.14510975254,51669211.54034921,4443587926312.75
14201.33782194539,247476.5043085573,380534.8681938198,52668059.3848669,4617052039296.376
2325.710652529357,61121.46914194881,392644.11469742283,20603766.885202613,706583694872.5391
14757.642898848108,193493.8920857874,70350.91054628085,28760266.882826757,1376752860445.6904
13254.78168672188,49275.42903983092,362415.4633871325,25894231.91849011,1116031128421.9592
9133.629981647015,273624.17560383223,102401.6555532536,11650191.400838844,225910770772.27634
6286.484498789937,318382.43190355715,124062.42078773,18959394.241213374,598300432076.4684
13521.297721825425,157898.18009419236,311105.2246375615,49780910.250302695,4124732548684.3096
8975.870880215843,152542.4468466134,94210.07685962005,12733891.261330679,269893708883.17795
6590.781216135412,80539.51914062072,357728.94523451617,55385327.859852225,5105750348559.85
12620.969062188753,88977.81886642585,164468.56221912024,15570716.063605577,403540876475.8468
6678.814182030408,169943.53725299015,193818.10559398623,13445434.544998668,300898689521.42175
6027.818827528317,322113.53456867934,193520.65287926458,16868628.979290795,473620101623.67285
1489.011844793294,53464.74167300948,83202.92817944952,15657099.147743179,408030686962.04156
18076.809153618717,305172.2375399792,237729.581488683,23584286.868742976,925797144046.4749
7649.1949823976065,94885.69566827816,249927.58725883724,22172508.943556793,818276239366.7823
3393.689659451772,211701.53454610586,261457.37747762306,58374097.85158318,5671663758819.926
14020.328778502553,109657.27982979218,378266.0288663678,16011961.829955947,426736390165.9514
14001.773064450552,213900.43417137157,144954.451052654,49921647.243628584,4148087695621.7876
11379.72980128837,264658.7952432628,325982.961439529,21659141.43237488,780823517446.9493
18081.10133228016,52877.7636400212,260306.7110706012,23024228.521015175,882349031312.0618
17195.09350574355,332371.01670409663,239755.90373772115,13440359.979193384,300671821629.44275
5700.393250738745,220104.95230881055,127292.13695498396,51554592.339741975,4423895145569.156
3571.975003866969,316421.08986501786,371930.8743762661,22332055.879875287,830095099084.1796
8225.043432358318,211890.32326844792,223044.91505794818,11772187.620035483,230666890166.468
15329.015991589611,116815.03649360154,55734.64843971512,21933856.17193189,800755924514.8439
14121.975034416952,152649.13072420843,319650.9304789214,58998996.676234774,5793744841951.933
3786.125543820033,46842.05443871723,325616.784727162,14647641.755998837,357113240779.0537
1964.6500501270148,349311.26323744364,275039.33627437346,31732667.134730857,1676036184710.1028
15833.373288490639,326764.90609526983,221790.2314078011,25618297.655000076,1092372692784.2871
8489.14346196765,282167.51873897057,340912.9133110167,37223449.627876446,2306234323645.234
13868.393862672381,240507.49948968465,372090.3099985706,48640149.184871785,3937857005838.0137
8518.292653636354,76284.59527631305,273797.3140017601,8252064.574146257,113343517281.75926
19025.773401837672,256439.82571880586,229927.42338759394,32008679.809257988,1705319385438.9614
15510.885376875709,315163.18539127894,120629.03318708327,36793723.52574537,2253292879547.093
8551.601734886754,331611.3364476812,199123.46676821305,25884864.458822027,1115223921529.394
5358.55760432467,219047.94325041183,112032.82594187821,34969761.71430579,2035426825046.729
12067.923517065785,268154.6140844447,80869.76421017633,32012588.673377503,1705735769832.0781
14434.314555219069,52421.27264078343,178090.2749639035,53969858.266479835,4848112097981.685
6629.290690557696,220802.8332050809,46183.677325355144,19097998.698662918,607080091016.1517
12009.116187545796,145157.46610231083,350310.7123403054,26282731.20191929,1149770746212.8835
9167.029367048952,171352.2143193542,252772.32217532842,45986589.11897007,3519917841409.0366
13597.586757227804,280593.05779227,316656.22658272675,54173338.252508126,4884738589243.442
4146.8115697987205,268626.05654876155,73887.12069762919,38684630.365002185,2490846928678.712
5032.320361792557,286082.36580461735,133886.90137087286,45528826.1430032,3450190188583.166
15218.546630203922,185072.54341670076,361076.90511367714,7088891.2320741555,83643002946.1873
4036.5578511231647,167160.31227540487,212423.68292668817,24795017.878953192,1023290849029.3555
14375.093553359457,74592.15540465027,207397.0418131835,35594265.51271004,2108774825973.6443
13659.834419978399,261894.38907075368,187869.4339004062,41195359.78779084,2824663692527.41
16913.530139820923,320081.50069493405,323413.2269651934,14580802.180415068,353861832552.7266
3614.2285160819547,180254.20093228816,122631.45266647307,53756234.233447365,4809808427274.28
2855.2220788256654,293759.85992897185,215399.69131208866,8217640.211546342,112399997112.016
9425.049443555637,276421.7905270103,366355.62506713794,40725092.67097738,2760541885657.351
2491.100787735579,132991.00177822178,156118.28477273713,16347104.234458555,444786937492.952
10314.677329395434,173564.6890619792,95747.34902850883,52574299.24427595,4600627678139.823
13415.510921403278,81291.13972194123,70876.15179971755,17347205.643757045,500874905341.1185
6132.857908768011,115606.87268596169,268912.89153175836,7041925.322269395,82538193988.87201
5106.2731229624615,149568.58717459207,52111.567052119506,47085432.44193876,3690143263118.6157
11585.909492763816,268430.24348689825,396780.3411240025,54492235.65589774,4942417032951.442
5994.739206675259,223037.78453887676,213998.0295876729,51321237.56252997,4383937568446.061
10709.857254064504,103791.44387391765,45815.3443874966,35260057.65862859,2069360456737.7717
6053.91699240362,62347.652322336246,339718.80348651164,9159040.124418728,139627598534.34122
1283.5226947298866,88041.39389067561,375856.97366212023,30658606.72478903,1564498078872.4348
2147.9510792889937,160905.8398197223,147495.67765523435,8375370.497414906,116756021216.85869
12032.617046001504,274440.04318411223,301663.3385630329,31850591.911414787,1688516242442.725
3050.0774432773023,161734.88179018698,165519.4728898494,49200008.84159994,4029029741112.542
7983.375141734104,75945.56537962811,352816.46751679096,39665731.77477551,2618792509362.645
3225.1775167471233,231576.1303686552,113020.48527020217,57378103.2519706,5479771873776.852
18927.66120850397,38535.38037096064,148379.15530904825,28181388.01270606,1321888738336.6921
1554.5499745212467,258216.61069216375,189250.297275585,10513965.501150353,183994241563.7013
4323.684144804991,111006.02239326436,293966.21627231187,52107716.83366414,4519331557127.689
7696.336693575115,263756.0006375907,210623.43217352708,13798636.384575494,316915205900.2214
3377.384453739342,51990.85431481067,235699.80113852714,41912309.56562978,2923837996003.429
16640.68014668375,313214.4359528036,61573.19684000441,44247924.92375918,3258786776346.137
18666.720591747107,151430.37348727384,52884.108768520506,6291469.732122383,65883364442.9407
3851.743989388243,291143.73099700845,57469.076133181894,48331430.91096303,3888028338318.7334
19894.35253724692,66648.46552840949,354671.79398788547,36901515.43885058,2266514824842.655
13890.65628963216,127523.92394214583,189213.4574510681,58339946.84308306,5665029288107.661
13409.74399122282,74853.26684120428,326057.2393586042,22537830.244921755,845462784741.2053
17276.15574142341,62513.251492207186,117819.75786635569,57824051.05994834,5565281291123.667
11213.613770701408,310708.8818084942,320621.0426240042,35674068.03011406,2118241537711.9902
15668.031320928629,47069.45287606888,44221.375088400455,13912445.63735019,322164127618.35394
14763.642333332977,276655.98055235785,259892.36206589287,38431672.98628421,2458378528217.257
8960.110442901827,234064.69165823417,187150.42516270673,17522347.77975703,511040163388.8693
9134.777546665777,185417.81553300476,398908.6280735877,27215565.85950613,1232835189088.9104
1738.734224235901,139836.85159892048,318664.3886686727,54121248.67497393,4875349258739.254
2923.1937411339377,229463.3694032058,93140.38680947095,8527880.012102798,121046826027.65306
5207.125396611965,292769.8303531284,281750.31505787536,58420093.01025924,5680605219087.026
9672.198997752537,266673.41193147993,164504.5996300795,41338857.52790698,2844376508947.0674
12221.913281774427,269096.04399815353,235578.0432714791,20763960.292626172,717613777604.6497
3904.2785786231557,92485.35132794197,159702.1974138156,44497729.65729727,3295685916301.4033
4094.036370113277,184822.99599412968,80535.74786762666,18180904.566662394,550175520554.7869
17419.855732224314,228175.43055029635,254193.34670425774,30049573.405189715,1502957992854.3538
7591.824310996572,143476.78757713153,160966.49069723862,46643475.37816424,3621195044647.3096
6965.23139350101,139855.9809399735,294914.8218131383,24727587.33335889,1017732757529.7943
19573.117061146655,226472.37994920267,266100.9335474369,24034022.06258073,961442283958.3768
9520.394476105777,54228.213045567376,125845.55420764677,13737989.207715089,314135255292.0583
18190.69656594403,255515.97604651467,347647.426825089,36995266.69949923,2278046157584.253
4647.781391494354,168960.7347622715,158852.73521181993,51222673.5768235,4367114660620.061
1230.7609522642113,177627.83368856504,246287.26658047384,29967403.493969668,1494749546601.23
885.7958726783202,319170.77591144544,53656.26079977083,46351501.90858819,3576001920287.1587
8152.702901783304,249393.33606907754,267207.3134137162,31535596.37238132,1655283212106.4646
9565.712201923525,333275.3999514125,126204.15467719096,11247399.271973096,210559707366.1406
19202.26173249688,213242.3300159778,120981.7440522548,44090568.967976116,3235649940509.9883
19924.83958794304,235057.290014839,183633.48328964703,56670664.793326624,5345480212446.488
15377.941350808287,75619.67942353069,66483.55311378537,14729017.368136762,361091956134.4269
8247.98757677627,230924.03824921564,88998.16981681259,8191641.13356598,111689716421.07803
11614.310391425868,45851.872221547615,246911.40170257693,54291117.12328609,4906001300539.98
17423.904430942548,306544.68153947126,60028.920554991026,34334629.596421875,1962162150847.522
1228.6444020875103,345529.6047640945,280848.77377536456,45565618.4360323,3455768908995.3164
15892.649982593228,267229.2811019165,98065.30024622462,8066976.568130584,108316145086.64528
13208.64195775892,91571.12138557204,133703.7538467013,58804233.75164638,5755556009319.516
6478.895262478394,235865.94910630284,260620.76867972163,36497168.568141654,2217116537405.273
9203.19216026513,45067.95187135099,390817.8160750776,31700612.476863425,1672651629190.6067
19354.786600022595,200747.6157050928,393126.6410122258,18325309.360374246,558950285588.2644
10835.584970024347,242565.43719336842,319759.19035002234,36730693.78696004,2245579577939.5483
15230.979064764377,120459.47966399923,298621.57145670115,37204979.794666186,2303946042703.374
8376.898035089309,273579.659884861,299041.41466726677,10836375.183329921,195451691373.95227
11735.082302569479,334703.5602498641,81392.00046427097,59555615.360017,5903581188333.795
10478.320478980891,318698.18574032706,223000.27182814907,21821392.93694051,792565781385.0956
11476.402803311626,262219.33190834516,126585.05292648876,7323541.273363698,89271799719.30559
13016.466369683834,194687.54622949872,43568.62513051495,34082076.00647794,1933402223495.2397
12256.414319374708,233327.79680566044,118891.03083248892,21166306.24846927,745693640447.2615
18477.458641274858,230830.16933474623,222413.4584717666,42134831.963559434,2954967290291.975
11034.604269390082,332633.5103551566,143334.0285527763,12384450.258426134,255284455383.3535
4000.9668984541495,149578.33985837467,307667.2235091616,7437600.763052668,92074204772.76468
12273.94397234022,315308.4088729033,104063.61918481052,52432285.486429475,4575806958494.246
541.5586028102582,248597.94989412482,157374.75588210794,15695389.807083365,410029136867.62067
6912.496410758391,102413.85695995975,279934.66682303837,38976688.90527805,2528599387295.0166
4817.292705307563,94075.10838702737,124906.40142559756,27325663.49633949,1242829593830.7275
10165.583212488793,317597.1456205915,380748.27179631894,11155109.494544882,207118664295.4304
15238.771537137965,188802.44662216643,178510.04203747053,48662647.26826767,3941500447724.094
8487.2626483283,142039.74460829655,329755.78379576333,24285045.909562767,981630731330.6792
1085.3232954058014,340095.3681420037,256019.3002819613,32916212.451246716,1803391146693.3496
8973.251597116483,306075.5466354707,384435.9602889122,42942249.416161954,3069302938033.131
1409.1066894017813,193245.3318598052,86416.52410809656,38219510.58074757,2431310182921.6206
16016.630125443064,184075.4585265677,154012.9101307389,16297712.272175448,442103259076.06775
18487.90399921198,113405.26610533976,218699.81508475624,15525242.443134362,401187356115.7891
10640.742908720425,233487.71442661318,40941.552317003385,17008340.72503871,481497712198.85516
9631.277116632371,277964.5391673916,127264.8284997802,12384339.639934162,255279822845.4061
10836.039750414888,153928.18385071313,284570.46103923593,14294913.847615493,340121224818.6214
9298.37632635441,285279.4119659053,68418.74855171557,7091501.472345215,83704412817.23318
3691.139028508246,347343.3710440837,393989.6418780453,36492376.49677801,2216534603850.045
4029.083189321167,145510.10084944664,140316.63002233618,31817693.029340036,1685029567001.8086
767.9966642169666,145165.8700036172,244872.14569251382,24674723.776716556,1013385865934.6097
10291.852729309032,275071.9550751598,253842.12640911626,50015099.904865876,4163632727111.5845
7034.010852554154,251282.68427389173,300863.5636868867,13809239.75277027,317402527471.6881
13833.466892118346,196923.60750000807,117165.7950010761,39686300.48575304,2621509060022.5405
2653.7698968401924,124273.3375553221,375623.6197547259,41424537.119044125,2856179389912.685
5693.390901553413,210116.21015276128,296071.1152424294,13690894.227861563,311985506485.3985
17690.35812507418,206369.03019687138,314820.38228483807,51273438.68585612,4375775363567.266
4970.870655306863,308620.04765212757,260459.5635071923,29137010.45456997,1413058793474.1165
12342.10707129247,214342.515313802,219598.77144787303,59304167.16575586,5853835737934.385
18133.96412869699,136770.4086525315,321216.532033263,55776078.292005114,5178047928910.327
9525.574477094917,342762.87262647116,118115.80509807017,30336386.55728336,1531785339500.3284
15093.28748455366,333385.1347979633,241238.23240140124,11209610.204940446,209147328975.4846
60.776413735628616,49235.16362970382,369502.97421430924,32629281.968179937,1772087705348.5024
17962.096247788966,320652.4777587899,96049.73727324337,26117080.246489394,1135323138728.1704
3821.7179034462474,202901.27713749147,278111.6444449227,18044845.027091578,541971909687.75476
7776.157668177448,50402.20640849512,371848.0429838664,51642287.02045924,4438958167548.865
8312.714932942747,178164.547394466,267128.64835587586,49165594.5291836,4023395402687.2827
11561.957230275602,107057.15636934899,69585.66359552198,34868796.65750319,2023690235379.0537
6276.201268368349,155045.00554336782,135171.708601689,13770404.858983831,315619554116.62634
13471.339909255814,106832.81697116181,115432.20969075648,51719492.06551855,4452240348111.927
6635.499102486424,212603.0592285178,394079.37863373617,53470176.50385368,4758755232747.475
18668.94377370278,235556.7239325185,286751.34734191303,28375112.285842054,1340125369928.6543
5669.6347885434825,208366.52795368066,112846.05720552757,23395540.453681678,911037798786.1078
496.9648042445824,209987.14681414445,372266.3371963879,53927084.00935197,4840430658901.756
8796.787318261762,285889.05171248823,44844.962087403626,56036261.73719194,5226469429875.478
5388.136249004767,238731.06575378912,80695.14684460005,8833838.437566934,129888310069.06757
18408.864276791006,142535.77808893955,92724.10063575477,12705341.707945041,268684854060.96643
10425.125483919843,131421.3564773388,106894.82211932828,12389221.39795031,255480952548.6108
17737.130707491386,313639.972051802,282892.81636769057,50975058.16461549,4324994880058.755
10278.21563958011,227767.98724103914,219565.80624840892,32437625.979359753,1751331315096.754
5357.866315657961,219320.8886534944,64575.0294573329,51932646.606714755,4489014576167.77
16547.86651254387,74664.76174937635,235376.7151607616,12497147.367071647,259951545487.98822
3785.517274231443,342610.0907496565,237372.56812745577,16149191.883474382,434082472065.90393
11910.03626740733,190614.92194633745,288273.7706877511,25607979.08842999,1091492822678.6686
9851.835324569283,175359.8623250742,98852.78478985527,48578686.933057666,3927911109863.464
9344.737610804415,285756.4759484548,363790.70189927286,47280032.85099999,3720708891900.6353
4787.572662381825,78672.73169174459,276270.03375059494,15608805.529670238,405517686732.77527
5043.6002300331165,262916.08485154406,93305.80951307023,24821951.231241494,1025515113139.8806
16919.48974756201,272212.0157274518,337411.86000142933,46745696.84190818,3637084803034.0186
9892.426606197805,45019.48216457796,171810.74117529398,19820846.22591854,653904928972.1659
12139.717439434693,185688.17809608014,216160.62574225283,6354335.146199749,67206764105.4144
10727.120298436157,187256.12815344273,95083.99190153589,27453793.351608045,1254512226144.4675
2738.9529280747784,85360.79299804365,143110.6153943292,43816764.83515258,3195587582440.4937
5534.597580101533,222678.02116715658,321946.494220749,23054029.519920215,884634832957.6361
1090.5941070024478,70917.21831211534,84041.75194121312,44179728.172642715,3248749126436.7153
15709.330956611591,302229.0717902323,347472.6549438984,15879201.79476661,419689496367.98035
1371.0065261558636,90900.84186987457,275679.1559649621,39264918.72029898,2566135258283.371
